M,m,k_star,s_min,analytic_s_min,s_min_abs_error,F_min_tau0_3,plane_concave_L_over_R,P_noise_at_boundary,ER_sum_dB_at_boundary,eta_sort_at_boundary
47,21,0.44680851063829785,0.021276595744678772,0.02127659574468085,2.078198724220215e-15,141.0,0.9723345458039594,0.08970869521390501,10.471654599614856,0.9176764436147813
47,22,0.46808510638297873,0.021276595744678772,0.02127659574468085,2.078198724220215e-15,141.0,0.9899808525182933,0.08970869521390501,10.471654599614856,0.9176764436147813
47,23,0.48936170212765956,0.02127659574468055,0.02127659574468085,3.0184188481996443e-16,141.0,0.9988834393115766,0.08970869521390501,10.471654599614856,0.9176764436147813
48,1,0.020833333333333332,0.02083333333333326,0.020833333333333332,7.28583859910259e-17,144.0,0.004277569313094794,0.08971070413025761,10.471557345773881,0.9176747518490613
48,5,0.10416666666666667,0.020833333333333037,0.020833333333333332,2.949029909160572e-16,144.0,0.10332332985438242,0.08971070413025761,10.471557345773881,0.9176747518490613
48,7,0.14583333333333334,0.02083333333333276,0.020833333333333332,5.724587470723463e-16,144.0,0.1956192854956397,0.08971070413025761,10.471557345773881,0.9176747518490613
48,11,0.22916666666666666,0.02083333333333215,0.020833333333333332,1.1830814106161824e-15,144.0,0.43473690388997416,0.08971070413025761,10.471557345773881,0.9176747518490613
48,13,0.2708333333333333,0.02083333333333215,0.020833333333333332,1.1830814106161824e-15,144.0,0.5652630961100256,0.08971070413025761,10.471557345773881,0.9176747518490613
48,17,0.3541666666666667,0.02083333333333126,0.020833333333333332,2.0712598303163077e-15,144.0,0.8043807145043604,0.08971070413025761,10.471557345773881,0.9176747518490613
48,19,0.3958333333333333,0.020833333333330983,0.020833333333333332,2.348815586472597e-15,144.0,0.8966766701456175,0.08971070413025761,10.471557345773881,0.9176747518490613
48,23,0.4791666666666667,0.02083333333333126,0.020833333333333332,2.0712598303163077e-15,144.0,0.9957224306869051,0.08971070413025761,10.471557345773881,0.9176747518490613
49,1,0.02040816326530612,0.020408163265306034,0.02040816326530612,8.673617379884035e-17,147.0,0.004104993088376944,0.08971259132509579,10.471465986588615,0.9176731625941801
49,2,0.04081632653061224,0.020408163265305923,0.02040816326530612,1.97758476261356e-16,147.0,0.01635256848048529,0.08971259132509579,10.471465986588615,0.9176731625941801
49,3,0.061224489795918366,0.020408163265305812,0.02040816326530612,3.0878077872387166e-16,147.0,0.03654162132698911,0.08971259132509579,10.471465986588615,0.9176731625941801
49,4,0.08163265306122448,0.020408163265305673,0.02040816326530612,4.475586568020162e-16,147.0,0.06434064793830531,0.08971259132509579,10.471465986588615,0.9176731625941801
49,5,0.10204081632653061,0.02040816326530559,0.02040816326530612,5.30825383648903e-16,147.0,0.09929318906602165,0.08971259132509579,10.471465986588615,0.9176731625941801
49,6,0.12244897959183673,0.02040816326530559,0.02040816326530612,5.30825383648903e-16,147.0,0.14082532495113617,0.08971259132509579,10.471465986588615,0.9176731625941801
49,8,0.16326530612244897,0.02040816326530523,0.02040816326530612,8.916478666520788e-16,147.0,0.24080371584473745,0.08971259132509579,10.471465986588615,0.9176731625941801
49,9,0.1836734693877551,0.020408163265305257,0.02040816326530612,8.638922910364499e-16,147.0,0.29760832843880314,0.08971259132509579,10.471465986588615,0.9176731625941801
49,10,0.20408163265306123,0.020408163265305035,0.02040816326530612,1.0859368959614812e-15,147.0,0.3577362066844838,0.08971259132509579,10.471465986588615,0.9176731625941801
49,11,0.22448979591836735,0.020408163265305035,0.02040816326530612,1.0859368959614812e-15,147.0,0.42020005248331027,0.08971259132509579,10.471465986588615,0.9176731625941801
49,12,0.24489795918367346,0.020408163265305035,0.02040816326530612,1.0859368959614812e-15,147.0,0.4839742112141724,0.08971259132509579,10.471465986588615,0.9176731625941801
49,13,0.2653061224489796,0.020408163265305035,0.02040816326530612,1.0859368959614812e-15,147.0,0.5480115129538409,0.08971259132509579,10.471465986588615,0.9176731625941801
49,15,0.30612244897959184,0.020408163265305035,0.02040816326530612,1.0859368959614812e-15,147.0,0.6726825272106538,0.08971259132509579,10.471465986588615,0.9176731625941801
49,16,0.32653061224489793,0.02040816326530437,0.02040816326530612,1.7520707107365752e-15,147.0,0.7312691451204175,0.08971259132509579,10.471465986588615,0.9176731625941801
49,17,0.3469387755102041,0.020408163265305035,0.02040816326530612,1.0859368959614812e-15,147.0,0.7860583300610847,0.08971259132509579,10.471465986588615,0.9176731625941801
49,18,0.3673469387755102,0.020408163265305035,0.02040816326530612,1.0859368959614812e-15,147.0,0.8361504451306584,0.08971259132509579,10.471465986588615,0.9176731625941801
49,19,0.3877551020408163,0.020408163265304147,0.02040816326530612,1.9741153156616065e-15,147.0,0.8807229791845673,0.08971259132509579,10.471465986588615,0.9176731625941801
49,20,0.40816326530612246,0.020408163265305035,0.02040816326530612,1.0859368959614812e-15,147.0,0.9190440524459202,0.08971259132509579,10.471465986588615,0.9176731625941801
49,22,0.4489795918367347,0.02040816326530459,0.02040816326530612,1.5300261058115439e-15,147.0,0.9745278735053342,0.08971259132509579,10.471465986588615,0.9176731625941801
49,23,0.46938775510204084,0.020408163265305035,0.02040816326530612,1.0859368959614812e-15,147.0,0.9907795784955328,0.08971259132509579,10.471465986588615,0.9176731625941801
49,24,0.4897959183673469,0.020408163265303814,0.02040816326530612,2.3071822230491534e-15,147.0,0.9989726963751682,0.08971259132509579,10.471465986588615,0.9176731625941801
50,1,0.02,0.019999999999999907,0.02,9.367506770274758e-17,150.0,0.003942649342761085,0.08971436643675457,10.471380055108996,0.9176716677324255
50,3,0.06,0.019999999999999796,0.02,2.0469737016526324e-16,150.0,0.035111757055874285,0.08971436643675457,10.471380055108996,0.9176716677324255
50,7,0.14,0.019999999999999574,0.02,4.2674197509029455e-16,150.0,0.1812880051256552,0.08971436643675457,10.471380055108996,0.9176716677324255
50,9,0.18,0.01999999999999913,0.02,8.708311849403572e-16,150.0,0.2871103542174637,0.08971436643675457,10.471380055108996,0.9176716677324255
50,11,0.22,0.01999999999999913,0.02,8.708311849403572e-16,150.0,0.4063093427071376,0.08971436643675457,10.471380055108996,0.9176716677324255
50,13,0.26,0.019999999999998685,0.02,1.3149203947904198e-15,150.0,0.5313952597646567,0.08971436643675457,10.471380055108996,0.9176716677324255
50,17,0.34,0.019999999999999574,0.02,4.2674197509029455e-16,150.0,0.7679133974894985,0.08971436643675457,10.471380055108996,0.9176716677324255
50,19,0.38,0.019999999999997797,0.02,2.203098814490545e-15,150.0,0.8644843137107057,0.08971436643675457,10.471380055108996,0.9176716677324255
50,21,0.42,0.019999999999998685,0.02,1.3149203947904198e-15,150.0,0.9381533400219317,0.08971436643675457,10.471380055108996,0.9176716677324255
50,23,0.46,0.019999999999997797,0.02,2.203098814490545e-15,150.0,0.9842915805643156,0.08971436643675457,10.471380055108996,0.9176716677324255
