tau_0,M,F_min,finite_noise,finite_ER_sum_dB,finite_eta_sort,large_M_noise,large_M_ER_sum_dB,large_M_eta_sort
3.0,48,144.0,0.08971070413025761,10.471557345773881,0.9176747518490613,0.08975742102876128,10.469296343529383,0.9176354119763389
3.0,49,147.0,0.08971259132509579,10.471465986588615,0.9176731625941801,0.08975742102876128,10.469296343529383,0.9176354119763389
3.0,50,150.0,0.08971436643675457,10.471380055108996,0.9176716677324255,0.08975742102876128,10.469296343529383,0.9176354119763389
3.0,51,153.0,0.08971603816813412,10.4712991297257,0.9176702599339998,0.08975742102876128,10.469296343529383,0.9176354119763389
3.0,52,156.0,0.08971761439359138,10.471222828986281,0.9176689325669773,0.08975742102876128,10.469296343529383,0.9176354119763389
3.0,53,159.0,0.08971910225178559,10.471150807092917,0.9176676796190956,0.08975742102876128,10.469296343529383,0.9176354119763389
3.0,54,162.0,0.08972050822668165,10.471082749974709,0.9176664956295214,0.08975742102876128,10.469296343529383,0.9176354119763389
3.0,55,165.0,0.08972183821827406,10.471018371858726,0.9176653756292782,0.08975742102876128,10.469296343529383,0.9176354119763389
3.0,56,168.0,0.08972309760458752,10.470957412264186,0.9176643150890208,0.08975742102876128,10.469296343529383,0.9176354119763389
3.0,57,171.0,0.08972429129613158,10.470899633362652,0.9176633098731677,0.08975742102876128,10.469296343529383,0.9176354119763389
3.0,58,174.0,0.0897254237838232,10.470844817655077,0.917662356199535,0.08975742102876128,10.469296343529383,0.9176354119763389
3.0,59,177.0,0.0897264991813087,10.470792765920429,0.9176614506036895,0.08975742102876128,10.469296343529383,0.9176354119763389
3.0,60,180.0,0.08972752126233607,10.470743295404343,0.9176605899074697,0.08975742102876128,10.469296343529383,0.9176354119763389
4.0,2,8.0,0.03712197347012314,14.303689439725002,0.9642067428714135,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,3,12.0,0.04467202225627909,13.499643870207994,0.957238232378621,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,4,16.0,0.047370300506381025,13.24493860198176,0.9547721560526602,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,5,20.0,0.04862926722027261,13.131022746347796,0.9536258726125583,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,6,24.0,0.04931584413092849,13.070135287318575,0.9530019065215076,0.0508833552996264,12.934242586004522,0.9515803965844348
4.0,7,28.0,0.049730749746841774,13.03374993241901,0.9526252329382224,0.0508833552996264,12.934242586004522,0.9515803965844348
