detuning_from_l0_peak_mhz,detuning_from_l0_peak_fsr,T_l0,T_l9,T_overlap_min
324.2054780125618,0.032696919198741556,0.185100577530781,0.2069073867949012,0.185100577530781
324.8235402703285,0.03275925229633717,0.18452670046723063,0.20623559602521993,0.18452670046723063
325.44160252809525,0.03282158539393278,0.18395528797596622,0.2055667900846361,0.18395528797596622
326.05966478586197,0.0328839184915284,0.18338632729190094,0.20490095329284744,0.18338632729190094
326.6777270436287,0.032946251589124016,0.18281980572117476,0.2042380700544512,0.18281980572117476
327.2957893013954,0.03300858468671963,0.1822557106408004,0.20357812485860224,0.1822557106408004
327.91385155916214,0.03307091778431525,0.18169402949830893,0.2029211022786697,0.18169402949830893
328.53191381692886,0.03313325088191087,0.18113474981139627,0.20226698697189188,0.18113474981139627
329.1499760746956,0.033195583979506484,0.18057785916757016,0.20161576367902959,0.18057785916757016
329.7680383324623,0.033257917077102093,0.1800233452237969,0.200967417224018,0.1800233452237969
330.3861005306244,0.033320250168686436,0.17947119575928405,0.20032193257572903,0.17947119575928405
331.0041627883911,0.03338258326628205,0.17892139846236368,0.19967929459889963,0.17892139846236368
331.62222504615784,0.03344491636387767,0.17837394124962888,0.1990394884272732,0.17837394124962888
332.24028730392456,0.033507249461473286,0.17782881205236312,0.1984024992139747,0.17782881205236312
332.8583495616913,0.0335695825590689,0.17728599886955276,0.19776831219354407,0.17728599886955276
333.476411819458,0.03363191565666452,0.1767454897675371,0.1971369126815803,0.1767454897675371
334.09447407722473,0.03369424875426014,0.1762072728796597,0.19650828607438542,0.1762072728796597
334.71253633499146,0.033756581851855746,0.1756713364059206,0.1958824178486075,0.1756713364059206
335.3305985927582,0.03381891494945136,0.17513766861262825,0.19525929356088234,0.17513766861262825
335.9486608505249,0.03388124804704698,0.1746062578320536,0.1946388988474754,0.1746062578320536
336.5667231082916,0.0339435811446426,0.17407709246208342,0.19402121942392184,0.17407709246208342
337.18478536605835,0.034005914242238214,0.17355016096587578,0.19340624108466675,0.17355016096587578
337.8028476238251,0.03406824733983383,0.1730254518715155,0.1927939497027049,0.1730254518715155
338.4209098815918,0.03413058043742945,0.17250295377167055,0.19218433122921913,0.17250295377167055
339.0389721393585,0.034192913535025064,0.17198265532324977,0.19157737169321945,0.17198265532324977
339.65703439712524,0.034255246632620674,0.1714645452470608,0.19097305720118093,0.1714645452470608
340.27509665489197,0.03431757973021629,0.1709486123274693,0.19037137393668122,0.1709486123274693
340.8931589126587,0.03437991282781191,0.17043484541205928,0.1897723081600388,0.17043484541205928
341.5112211704254,0.034442245925407525,0.16992323341129373,0.18917584620794936,0.16992323341129373
342.12928342819214,0.03450457902300314,0.1694137652981769,0.1885819744931239,0.1694137652981769
342.7473456263542,0.034566912114587484,0.16890643015674087,0.1879906795608245,0.16890643015674087
343.36540788412094,0.0346292452121831,0.16840121698621016,0.18740194786065698,0.16840121698621016
343.98347014188766,0.03469157830977872,0.16789811499422308,0.18681576608834594,0.16789811499422308
344.6015323996544,0.03475391140737433,0.16739711340058772,0.18623212095703112,0.16739711340058772
345.2195946574211,0.034816244504969944,0.16689820148597842,0.18565099925405198,0.16689820148597842
345.83765691518784,0.03487857760256556,0.1664013685916033,0.1850723878405847,0.1664013685916033
346.45571917295456,0.03494091070016118,0.16590660411887387,0.1844962736512794,0.16590660411887387
347.0737814307213,0.035003243797756795,0.165413897529075,0.18392264369389782,0.165413897529075
347.691843688488,0.03506557689535241,0.16492323834303635,0.18335148504895088,0.16492323834303635
